deprivation,covid,logspend,spend
23.074,0,2.358078211591891,10.57
23.074,0,2.3421036217999753,10.4
23.074,0,2.1095248763101417,8.24
23.074,0,2.692568385995088,14.77
23.074,0,2.3131530474397604,10.11
23.074,0,2.7105714364010525,15.04
23.074,0,2.3049327043715664,10.02
23.074,0,2.9382087431286883,18.88
23.074,0,2.560061740775632,12.94
23.074,0,2.571791719244755,13.09
23.074,0,2.843839304262265,17.18
23.074,0,2.7674291985126684,15.92
23.074,0,2.6598840871028346,14.29
23.074,0,2.6206646749262896,13.74
23.074,0,2.5733497382554296,13.11
23.074,0,2.4523691999870048,11.62
23.074,0,2.465241934923023,11.77
23.074,0,2.450790463492534,11.6
23.074,0,2.6877611102458743,14.7
23.074,0,3.0283825376343354,20.66
23.074,0,2.293566418778399,9.91
31.773,0,2.1480257476327522,8.57
31.773,0,2.241741287430137,9.41
31.773,0,2.5725040179085092,13.1
31.773,0,2.442659857453438,11.5
31.773,0,2.357797064713372,10.57
31.773,0,2.381401751388421,10.82
31.773,0,2.152435766187449,8.61
31.773,0,2.267764889027627,9.66
31.773,0,2.3645846058475546,10.64
31.773,0,2.308251102136729,10.06
31.773,0,2.8406199902552753,17.13
31.773,0,2.587085840833086,13.29
31.773,0,2.0520468285027853,7.78
31.773,0,2.201774255117282,9.04
31.773,0,2.2844358485450234,9.82
31.773,0,2.104141804459824,8.2
31.773,0,1.9495645458324342,7.03
31.773,0,2.363152006334748,10.62
31.773,0,2.4927209948759415,12.09
31.773,0,2.184062266463156,8.88
31.773,0,2.488169737816645,12.04
31.773,0,2.1490644903325338,8.58
31.773,0,2.272482873389949,9.7
31.773,0,2.4142622836637972,11.18
31.773,0,2.268914200055575,9.67
31.773,0,2.4541215829654712,11.64
31.773,0,2.194325890658721,8.97
31.773,0,2.1441311595400454,8.53
31.773,0,2.2726774295710697,9.71
31.773,0,2.140838849457484,8.51
31.773,0,2.290145558972299,9.88
31.773,0,2.4632914609188004,11.74
31.773,0,2.3285590265763902,10.26
31.773,0,2.3297195234487664,10.28
31.773,0,2.391044143084472,10.92
31.773,0,2.104551453396985,8.2
31.773,0,2.615373011671552,13.67
31.773,0,2.5206441120215866,12.44
31.773,0,2.4159582852346957,11.2
31.773,0,2.5721700423582465,13.09
31.773,0,2.542813871025659,12.72
31.773,0,2.3502975725876003,10.49
31.773,0,2.525301397878294,12.49
31.773,0,2.4454664398016446,11.54
31.773,0,2.620785787742716,13.75
31.773,0,2.285174954670758,9.83
31.773,0,1.7986916646365916,6.04
31.773,0,2.2919447338539864,9.89
31.773,0,2.4785145467863976,11.92
31.773,0,2.490157428551875,12.06
31.773,0,2.356937909324129,10.56
31.773,0,2.251104987196285,9.5
31.773,0,2.4874942447515527,12.03
31.773,0,2.483930165947211,11.99
31.773,0,2.414085362299614,11.18
31.773,0,1.8371791207257109,6.28
31.773,0,2.0211701354483163,7.55
31.773,0,2.068233398196095,7.91
31.773,0,2.0987138430592673,8.16
31.773,0,2.62782920836465,13.84
31.773,0,2.129912353333036,8.41
31.773,0,2.4426364091954627,11.5
31.773,0,2.3282100279115556,10.26
31.773,0,2.3798745915999584,10.8
31.773,0,2.4013076893672642,11.04
31.773,0,2.3242668757565252,10.22
31.773,0,2.245799993405379,9.45
31.773,0,2.493945777059103,12.11
31.773,0,2.001691138840679,7.4
31.773,0,2.4947874126236185,12.12
31.773,0,2.3146942689161056,10.12
31.773,0,2.1632604414792804,8.7
31.773,0,2.3776264584023235,10.78
31.773,0,2.2786358915860725,9.76
31.773,0,1.951352737842264,7.04
31.773,0,2.282043595171054,9.8
31.773,0,2.3917529074640282,10.93
31.773,0,2.04716005102045,7.75
31.773,0,2.074720593903076,7.96
31.773,0,2.370673645919575,10.7
31.773,0,2.060144056542722,7.85
31.773,0,2.118577714286905,8.32
31.773,0,2.478968996530166,11.93
31.773,0,2.0310039754825326,7.62
31.773,0,2.487206459710548,12.03
31.773,0,2.4000147774285185,11.02
31.773,0,2.344352385012314,10.43
31.773,0,2.2655558905462327,9.64
31.773,0,2.333731930749219,10.32
31.773,0,2.587125286818792,13.29
31.773,0,1.9605227482118737,7.1
31.773,0,2.1188858048171415,8.32
31.773,0,2.250004615561785,9.49
31.773,0,2.1264007573577444,8.38
31.773,0,2.2979888548216443,9.95
31.773,0,2.610937404113923,13.61
31.773,0,1.7602837384383292,5.81
31.773,0,2.1583439896441003,8.66
31.773,0,2.0504280262820305,7.77
31.773,0,2.402019790127942,11.05
33.945,0,2.178359758648166,8.83
33.945,0,2.039678549992003,7.69
33.945,0,2.2050987989484145,9.07
33.945,0,2.135485472347232,8.46
33.945,0,2.21934527561969,9.2
33.945,0,2.1101711236140734,8.25
33.945,0,2.2747425144381683,9.73
33.945,0,2.4007630089948555,11.03
33.945,0,2.412708088213587,11.16
33.945,0,2.3671087567041735,10.67
33.945,0,2.4740614481093472,11.87
33.945,0,2.3232133435836824,10.21
33.945,0,2.22714394741647,9.27
33.945,0,2.584889830799191,13.26
33.945,0,2.306621822763276,10.04
33.945,0,2.02846736757574,7.6
33.945,0,2.0503781743299196,7.77
33.945,0,2.438585031900834,11.46
33.945,0,2.452776175912613,11.62
33.945,0,2.5992186211127803,13.45
33.945,0,2.314332214305863,10.12
33.945,0,2.391846070951836,10.93
33.945,0,2.0790894264044453,8
33.945,0,2.1077670905575197,8.23
33.945,0,2.2330767272834664,9.33
33.945,0,2.2269387090790094,9.27
33.945,0,2.3421516609744395,10.4
33.945,0,2.1677648252005683,8.74
33.945,0,2.237886419194027,9.37
33.945,0,2.473646897881899,11.87
33.945,0,2.048622846005994,7.76
33.945,0,2.1102585025386373,8.25
33.945,0,2.286631652459402,9.84
33.945,0,2.7980061411763897,16.41
33.945,0,1.9821474368564325,7.26
33.945,0,2.3634816701396235,10.63
33.945,0,2.1076314290675526,8.23
33.945,0,2.016005446698294,7.51
33.945,0,2.112940643259362,8.27
33.945,0,1.9918915715785157,7.33
33.945,0,2.4038728531218903,11.07
33.945,0,2.1607678197829725,8.68
33.945,0,2.011889183341578,7.48
33.945,0,2.208565004111743,9.1
33.945,0,2.3097703226882613,10.07
33.945,0,2.482047248117605,11.97
33.945,0,2.5003321518372337,12.19
33.945,0,2.189855583138187,8.93
33.945,0,2.4130954871910673,11.17
33.945,0,2.256053722225092,9.55
33.945,0,2.502867984353565,12.22
33.945,0,1.793860694856127,6.01
33.945,0,2.0549607718198035,7.81
33.945,0,2.174967060560489,8.8
33.945,0,2.5601072683266315,12.94
33.945,0,2.2215942706624148,9.22
33.945,0,2.595665303364316,13.41
33.945,0,2.2163980341444622,9.17
33.945,0,2.2271347488575595,9.27
33.945,0,2.1515167059602387,8.6
33.945,0,2.424845267273543,11.3
33.945,0,2.9626335341129497,19.35
33.945,0,2.20267139426821,9.05
33.945,0,2.469174963990722,11.81
33.945,0,2.4494925415158884,11.58
33.945,0,2.3137269110379,10.11
33.945,0,2.2020931592391766,9.04
33.945,0,2.675609976716988,14.52
33.945,0,2.473432362867707,11.86
33.945,0,2.4298460918785825,11.36
33.945,0,2.3380052878175763,10.36
33.945,0,2.41040773625571,11.14
33.945,0,2.433809930088091,11.4
33.945,0,2.554253508109678,12.86
33.945,0,2.35405711737233,10.53
33.945,0,2.449434675987024,11.58
33.945,0,2.101584725643348,8.18
33.945,0,2.069783906882181,7.92
33.945,0,2.4371458507720387,11.44
33.945,0,2.0528864482507543,7.79
33.945,0,2.2561670647872356,9.55
33.945,0,1.9818615632641448,7.26
33.945,0,2.232226121508529,9.32
33.945,0,2.7768920921681324,16.07
33.945,0,2.190663431328396,8.94
33.945,0,2.5049532460387294,12.24
33.945,0,2.3612103648375875,10.6
33.945,0,2.0954774963833707,8.13
33.945,0,2.2742471854623703,9.72
33.945,0,2.0859645105861757,8.05
33.945,0,1.840923828234575,6.3
33.945,0,2.03552129060441,7.66
33.945,0,2.1468124921006173,8.56
33.945,0,2.2873590985937913,9.85
33.945,0,2.301455103785047,9.99
33.945,0,2.60443816508782,13.52
33.945,0,2.1323553133238375,8.43
33.945,0,2.2062729554560088,9.08
33.945,0,2.438922072985706,11.46
33.945,0,2.1752025425636474,8.8
27.227,0,2.808776023939103,16.59
27.227,0,2.475011365479394,11.88
27.227,0,2.545366414773049,12.75
27.227,0,2.3258643677444626,10.24
27.227,0,2.2207394904561477,9.21
27.227,0,2.4086924764655673,11.12
27.227,0,2.1526430438419935,8.61
27.227,0,2.263175820344014,9.61
27.227,0,2.282047485056334,9.8
27.227,0,2.2393954171800035,9.39
27.227,0,2.352270269236785,10.51
27.227,0,3.1541791097223215,23.43
27.227,0,2.5731760476600645,13.11
27.227,0,2.5868969767163317,13.29
27.227,0,2.50863527003325,12.29
27.227,0,2.6770464488204126,14.54
27.227,0,2.5874741823080196,13.3
27.227,0,1.9109321931326042,6.76
27.227,0,2.436264010961889,11.43
27.227,0,2.1426447879347323,8.52
27.227,0,2.721929198936907,15.21
27.227,0,2.2476278017707982,9.47
27.227,0,2.6076900655042605,13.57
27.227,0,2.5706616814092325,13.07
27.227,0,2.847353525316724,17.24
27.227,0,1.9087296371623432,6.74
27.227,0,2.280786333965332,9.78
27.227,0,2.6901348185481186,14.73
27.227,0,2.1999931465995597,9.02
27.227,0,2.1817747000198366,8.86
27.227,0,2.783833348625829,16.18
27.227,0,2.4996832557506465,12.18
27.227,0,2.211179423189456,9.13
27.227,0,2.78652187418534,16.22
27.227,0,2.114407866483835,8.28
27.227,0,2.207186322647318,9.09
27.227,0,2.336338105557046,10.34
27.227,0,2.2302081590531646,9.3
27.227,0,2.6270924180433948,13.83
27.227,0,2.3708207851893257,10.71
27.227,0,2.5734004619371493,13.11
27.227,0,2.322833344743141,10.2
27.227,0,2.3900757321913555,10.91
27.227,0,2.462535741932875,11.73
27.227,0,2.4377788529667628,11.45
27.227,0,2.173329877296917,8.79
27.227,0,2.2573851420263527,9.56
27.227,0,2.450469515696552,11.59
27.227,0,2.5443366263964036,12.73
27.227,0,2.4856257571426,12.01
27.227,0,2.375407164773022,10.76
27.227,0,2.704280298032733,14.94
27.227,0,2.7845712226380233,16.19
27.227,0,2.4268515388149687,11.32
27.227,0,2.1177641253998787,8.31
27.227,0,2.5017032257412763,12.2
27.227,0,2.384143123825787,10.85
27.227,0,2.457336913834788,11.67
27.227,0,2.4365008873629863,11.43
27.227,0,2.5649554147388334,13
27.227,0,2.568846706700251,13.05
27.227,0,2.3552683915786368,10.54
27.227,0,2.191348525260287,8.95
27.227,0,2.181549779141836,8.86
27.227,0,2.0577529587335657,7.83
27.227,0,2.4359861889507557,11.43
27.227,0,2.243468450680585,9.43
27.227,0,2.410170178841316,11.14
27.227,0,2.4967062282622456,12.14
27.227,0,2.461109838784601,11.72
27.227,0,2.1240243995401995,8.36
27.227,0,2.167612687592242,8.74
27.227,0,2.355258013834282,10.54
27.227,0,2.22341044817304,9.24
27.227,0,2.8158215681704113,16.71
27.227,0,2.8290247102836874,16.93
27.227,0,2.4722560525866903,11.85
27.227,0,2.6999000904703316,14.88
27.227,0,2.5082733451099317,12.28
27.227,0,2.39105582187247,10.93
27.227,0,2.491867265145112,12.08
27.227,0,2.5350875436445284,12.62
27.227,0,2.1525627117262927,8.61
27.227,0,2.4102040022510063,11.14
27.227,0,2.260623504236084,9.59
27.227,0,2.3626879392245734,10.62
27.227,0,2.7901565418219083,16.28
27.227,0,2.6718755767825693,14.47
27.227,0,2.2723215048427052,9.7
27.227,0,2.09808846701714,8.15
27.227,0,2.124196438338148,8.37
27.227,0,2.395405799926306,10.97
27.227,0,2.77265271565359,16
27.227,0,2.413469292892355,11.17
27.227,0,1.9610541142140272,7.11
27.227,0,2.1253755812930004,8.38
27.227,0,2.266908798936778,9.65
27.227,0,2.5431861534610105,12.72
27.227,0,2.53961639978594,12.67
27.227,0,2.6387740497049563,14
45.717,0,2.2235342290792053,9.24
45.717,0,2.164922578749373,8.71
45.717,0,2.282873759991851,9.8
45.717,0,1.8606328384809607,6.43
45.717,0,2.041972046295487,7.71
45.717,0,2.434508832268133,11.41
45.717,0,2.4331279638055276,11.39
45.717,0,2.287861427334537,9.85
45.717,0,2.2578962730470096,9.56
45.717,0,2.2692160650463777,9.67
45.717,0,2.239111916370328,9.38
45.717,0,2.7043012653147116,14.94
45.717,0,2.6560302456032256,14.24
45.717,0,2.410296652707096,11.14
45.717,0,2.1339325488910923,8.45
45.717,0,2.233877343797097,9.34
45.717,0,2.6280426989939065,13.85
45.717,0,2.4451128626387884,11.53
45.717,0,2.310539840713301,10.08
45.717,0,1.941271821286042,6.97
45.717,0,2.4830819288773767,11.98
45.717,0,2.405648466282281,11.09
45.717,0,2.0324665301767286,7.63
45.717,0,2.048012938894319,7.75
45.717,0,2.2575030187191736,9.56
45.717,0,2.058043882314037,7.83
45.717,0,2.0340050749084253,7.64
45.717,0,2.246014008809248,9.45
45.717,0,2.2287423338584165,9.29
45.717,0,2.118675815644463,8.32
45.717,0,2.2334952937324215,9.33
45.717,0,2.1543632061894904,8.62
45.717,0,1.9520572945206809,7.04
45.717,0,2.403668614770073,11.06
45.717,0,2.2967048742239955,9.94
45.717,0,2.3695838488502012,10.69
45.717,0,2.2389582497476224,9.38
45.717,0,1.9409153933975205,6.97
45.717,0,2.461392071105265,11.72
45.717,0,2.2788043295343363,9.76
45.717,0,2.162522215167593,8.69
45.717,0,2.2770442417832815,9.75
45.717,0,2.142863547903738,8.52
45.717,0,2.5203883499219537,12.43
45.717,0,2.1933311190594913,8.97
45.717,0,2.0371257930708144,7.67
45.717,0,2.119665121927438,8.33
45.717,0,1.863579195036367,6.45
45.717,0,2.217543642733238,9.18
45.717,0,2.0951025206285663,8.13
45.717,0,2.1680992535375236,8.74
45.717,0,2.1269179666106637,8.39
45.717,0,2.168070833747819,8.74
45.717,0,2.30397670700684,10.01
45.717,0,2.2372415631627023,9.37
45.717,0,2.1160049678690838,8.3
45.717,0,2.25907516802574,9.57
45.717,0,1.9370195859620842,6.94
45.717,0,2.3752446699928984,10.75
45.717,0,2.16891714044262,8.75
45.717,0,2.0892291403344943,8.08
45.717,0,1.823983315192858,6.2
45.717,0,2.4628475644272303,11.74
45.717,0,2.205757850265083,9.08
45.717,0,2.25159170395137,9.5
45.717,0,2.328749381785966,10.27
45.717,0,2.2689687161526364,9.67
45.717,0,2.341953490619026,10.4
45.717,0,2.18771584612177,8.91
45.717,0,2.2667645790401383,9.65
45.717,0,2.4009681449005074,11.03
45.717,0,2.185135003105343,8.89
45.717,0,2.2104260835398257,9.12
45.717,0,2.35793245819007,10.57
45.717,0,2.3397071607166318,10.38
45.717,0,2.060065903977447,7.85
45.717,0,2.177921293141666,8.83
45.717,0,2.5754507762371444,13.14
45.717,0,2.388676166699492,10.9
45.717,0,2.1691230772300307,8.75
45.717,0,2.37247432682599,10.72
45.717,0,2.2971196477491014,9.95
45.717,0,2.1609967077402894,8.68
45.717,0,2.286106348120726,9.84
45.717,0,1.9239987122743771,6.85
45.717,0,2.30948743086979,10.07
45.717,0,2.457779133720822,11.68
45.717,0,2.2484454241724916,9.47
45.717,0,2.153247617659292,8.61
45.717,0,2.1344026683405803,8.45
45.717,0,2.606186290406786,13.55
45.717,0,2.380572120566451,10.81
45.717,0,2.6016551676080706,13.49
45.717,0,2.573016387319647,13.11
45.717,0,2.195372484479235,8.98
45.717,0,2.152610354559598,8.61
45.717,0,2.0934042351847815,8.11
45.717,0,1.8745858550864696,6.52
45.717,0,2.3099938006429017,10.07
45.717,0,2.229139058200554,9.29
33.798,0,2.409771101290194,11.13
33.798,0,2.5817631101148275,13.22
33.798,0,2.301324719737796,9.99
33.798,0,2.185751640324725,8.9
33.798,0,2.254717662805741,9.53
33.798,0,1.9699405731600097,7.17
33.798,0,2.292581753291261,9.9
33.798,0,2.268390472214378,9.66
33.798,0,2.2870337548956807,9.85
33.798,0,2.4776351934768543,11.91
33.798,0,2.0304591977444963,7.62
33.798,0,2.203529886116349,9.06
33.798,0,2.1754156053257434,8.81
33.798,0,2.291955397779424,9.89
33.798,0,2.310141234746384,10.08
33.798,0,2.219976288524114,9.21
33.798,0,2.0611995543835455,7.86
33.798,0,1.9277650482543518,6.87
33.798,0,2.3647198752595244,10.64
33.798,0,1.925766158110407,6.86
33.798,0,2.5749463964145436,13.13
33.798,0,2.604914814055149,13.53
33.798,0,2.1622773651269336,8.69
33.798,0,2.2822920069594113,9.8
33.798,0,1.9666729894899138,7.15
33.798,0,1.7886222966160854,5.98
33.798,0,2.2441503133064145,9.43
33.798,0,2.0863959729885937,8.06
33.798,0,2.3580393216756086,10.57
33.798,0,2.3473304374587562,10.46
33.798,0,2.1706713832518147,8.76
33.798,0,2.062359183425801,7.86
33.798,0,2.0502113647299565,7.77
33.798,0,2.5864047924020035,13.28
33.798,0,2.1830178725982794,8.87
33.798,0,2.446824213205617,11.55
33.798,0,2.224541077622136,9.25
33.798,0,2.040881836854418,7.7
33.798,0,2.183760338715932,8.88
33.798,0,2.290246621320214,9.88
33.798,0,2.2413693073216208,9.41
33.798,0,2.322103406509402,10.2
33.798,0,2.3874015856039943,10.89
33.798,0,2.297034252272185,9.94
33.798,0,2.1238845777671362,8.36
33.798,0,2.0690479243731827,7.92
33.798,0,2.6024070018064274,13.5
33.798,0,2.346558213713807,10.45
33.798,0,2.3657219930570257,10.65
33.798,0,2.3301627845171113,10.28
33.798,0,2.100492373917964,8.17
33.798,0,2.6750544102619447,14.51
33.798,0,2.64181228129761,14.04
33.798,0,1.9361025801200278,6.93
33.798,0,2.503131933561748,12.22
33.798,0,2.111192355402872,8.26
33.798,0,2.08983500313419,8.08
33.798,0,2.2211398562697577,9.22
33.798,0,2.309602402378626,10.07
33.798,0,2.177776294565421,8.83
33.798,0,2.662387719847551,14.33
33.798,0,1.95792618854075,7.08
33.798,0,2.608415885938836,13.58
33.798,0,2.3978246944030106,11
33.798,0,2.112281907808577,8.27
33.798,0,2.3008606252752504,9.98
33.798,0,2.494961186242802,12.12
33.798,0,2.225219687547877,9.26
33.798,0,2.3798839458743535,10.8
33.798,0,2.183215329343816,8.87
33.798,0,2.2839386389440977,9.82
33.798,0,2.642888303676507,14.05
33.798,0,2.492274998077925,12.09
33.798,0,2.345010300100054,10.43
33.798,0,2.1840130488048506,8.88
33.798,0,2.096244010064307,8.14
33.798,0,2.1937828661504644,8.97
33.798,0,2.0010760896874666,7.4
33.798,0,2.0038342075473894,7.42
33.798,0,2.0343787499385337,7.65
33.798,0,2.1169529962881755,8.31
33.798,0,2.0416536545591693,7.7
33.798,0,2.1615098262101315,8.68
33.798,0,2.220916558926413,9.22
33.798,0,2.282797289767222,9.8
33.798,0,2.4718966974365073,11.84
33.798,0,2.1149034480575706,8.29
33.798,0,2.0667525643036333,7.9
33.798,0,2.3292128952416524,10.27
33.798,0,2.37389806295487,10.74
33.798,0,2.2396561463404394,9.39
33.798,0,1.7338737186127362,5.66
33.798,0,2.1947368691552995,8.98
33.798,0,1.99134763068456,7.33
33.798,0,2.262396158186704,9.61
33.798,0,2.065708932459806,7.89
33.798,0,2.143357250218983,8.53
33.798,0,2.6144530650000237,13.66
33.798,0,2.0954082519227906,8.13
33.798,0,2.345266406791733,10.44
39.596,0,2.009642099590641,7.46
39.596,0,2.365561423778765,10.65
39.596,0,2.0578853606798253,7.83
39.596,0,2.3538886013220757,10.53
39.596,0,2.389800629634731,10.91
39.596,0,2.4195562807914452,11.24
39.596,0,2.5704074224725546,13.07
39.596,0,2.008096045133266,7.45
39.596,0,2.091825451319551,8.1
39.596,0,2.374708992737917,10.75
39.596,0,2.19525375055924,8.98
39.596,0,2.197323422046831,9
39.596,0,2.1196067537510395,8.33
39.596,0,2.209406489142829,9.11
39.596,0,2.611303336592052,13.62
39.596,0,2.224590539702725,9.25
39.596,0,2.0348651460404255,7.65
39.596,0,2.3060548223612836,10.03
39.596,0,2.0356495065567204,7.66
39.596,0,2.7021055758714088,14.91
39.596,0,2.09202379955716,8.1
39.596,0,1.956465111404398,7.07
39.596,0,2.296895452775712,9.94
39.596,0,2.243807887885635,9.43
39.596,0,1.7289339879015468,5.63
39.596,0,2.355974627007002,10.55
39.596,0,2.3467206040327784,10.45
39.596,0,1.8638585764116866,6.45
39.596,0,2.552089978215529,12.83
39.596,0,2.165414155667439,8.72
39.596,0,2.5257275911274015,12.5
39.596,0,2.162786183643009,8.7
39.596,0,2.635114986016566,13.94
39.596,0,2.2530467768285023,9.52
39.596,0,2.3542610251808957,10.53
39.596,0,1.922166666235628,6.84
39.596,0,2.1973289723534593,9
39.596,0,2.1725457305150413,8.78
39.596,0,2.456481270677883,11.66
39.596,0,2.7941393293676926,16.35
39.596,0,2.012328688109181,7.48
39.596,0,2.2999694048204855,9.97
39.596,0,2.2680389259369034,9.66
39.596,0,2.1155060018990204,8.29
39.596,0,2.090928298249447,8.09
39.596,0,2.58289073635836,13.24
39.596,0,2.30355177361673,10.01
39.596,0,2.2913149411064446,9.89
39.596,0,1.8414133008095168,6.31
39.596,0,2.6429943317316926,14.06
39.596,0,2.23799090689642,9.37
39.596,0,2.6357351810984575,13.95
39.596,0,1.8281505787981753,6.22
39.596,0,1.7888163593694852,5.98
